keyword,CDT,CDT-translation,CDT-English-Post,,,,,,,
防火长城,1,Great Firewall,http://goo.gl/UT44y,,,,,,,
兲朝,1,Celestial Empire,http://goo.gl/UT44y,,,,,,,
邪灵,1,evil spirit,http://goo.gl/UT44y,,,,,,,
启冬,1,Qidong,http://goo.gl/3gcoM,,,,,,,
启西,1,QiWest,http://goo.gl/3gcoM,,,,,,,
qi东,1,qiEast,http://goo.gl/3gcoM,,,,,,,
起东,1,Qidong,http://goo.gl/3gcoM,,,,,,,
王子纸业,1,Oji Paper,http://goo.gl/3gcoM,,,,,,,
洗脑,1,brainwashing,http://goo.gl/3gcoM,,,,,,,
国家+军队,1,country + army,http://goo.gl/3gcoM,,,,,,,
孙建华,1,Sun Jianhua,http://goo.gl/gnvNT,,,,,,,
启东,1,Qidong,http://goo.gl/gnvNT,,,,,,,
QD,1,QD,http://goo.gl/gnvNT,,,,,,,
Q东,1,QDong,http://goo.gl/gnvNT,,,,,,,
启D,1,QiD,http://goo.gl/gnvNT,,,,,,,
王子造纸,1,Oji Paper,http://goo.gl/gnvNT,,,,,,,
傅政华,1,Fu Zhenghua,http://goo.gl/gnvNT,,,,,,,
头七,1,first seven days after a death,http://goo.gl/X6HAf,,,,,,,
北京+问责,1,Beijing + assign blame,http://goo.gl/X6HAf,,,,,,,
北京民政局,1,Beijing Municipal Bureau of Civil Affairs,http://goo.gl/X6HAf,,,,,,,
捐你妹,1,donate my ass,http://goo.gl/X6HAf,,,,,,,
南周,1,Nan Zhou,http://goo.gl/X6HAf,,,,,,,
南方周末,1,Southern Weekend,http://goo.gl/X6HAf,,,,,,,
郭,1,Guo,http://goo.gl/X6HAf,,,,,,,
金,1,Jin,http://goo.gl/X6HAf,,,,,,,
龙,1,Long,http://goo.gl/X6HAf,,,,,,,
guo,1,guo,http://goo.gl/X6HAf,,,,,,,
jin,1,jin,http://goo.gl/X6HAf,,,,,,,
long,1,long,http://goo.gl/X6HAf,,,,,,,
郭JL,1,GuoJL,http://goo.gl/X6HAf,,,,,,,
王,1,Wang,http://goo.gl/X6HAf,,,,,,,
安,1,An,http://goo.gl/X6HAf,,,,,,,
顺,1,Shun,http://goo.gl/X6HAf,,,,,,,
an,1,an,http://goo.gl/X6HAf,,,,,,,
shun,1,shun,http://goo.gl/X6HAf,,,,,,,
市长,1,mayor,http://goo.gl/aJWNQ,,,,,,,
通报,1,briefing,http://goo.gl/aJWNQ,,,,,,,
死亡人数,1,death toll,http://goo.gl/aJWNQ,,,,,,,
房山+死亡,1,Fangshan + death,http://goo.gl/aJWNQ,,,,,,,
北京+死亡,1,Beijing + death,http://goo.gl/aJWNQ,,,,,,,
北京+吉林,1,Beijing + Ji Lin,http://goo.gl/aJWNQ,,,,,,,
书记+辞职,1,secretary + resign,http://goo.gl/aJWNQ,,,,,,,
书记+下课,1,secretary + leave class,http://goo.gl/aJWNQ,,,,,,,
李士祥,1,Li Shixiang,http://goo.gl/aJWNQ,,,,,,,
金龙,1,Jinlong,http://goo.gl/aJWNQ,,,,,,,
安顺,1,Anshun,http://goo.gl/aJWNQ,,,,,,,
张高丽,1,Zhang Gaoli,http://goo.gl/aJWNQ,,,,,,,
郭金龙,1,Guo Jinlong,http://goo.gl/0WymI,,,,,,,
王安顺,1,Wang Anshun,http://goo.gl/0WymI,,,,,,,
北京+辞职,1,Beijing + resign,http://goo.gl/0WymI,,,,,,,
北京+下台,1,Beijing + leave office,http://goo.gl/0WymI,,,,,,,
市长+下课,1,mayor + dismiss,http://goo.gl/0WymI,,,,,,,
市长+下台,1,mayor + leave office,http://goo.gl/0WymI,,,,,,,
市长+辞职,1,mayor + resign,http://goo.gl/0WymI,,,,,,,
正腐,1,govern-rot,http://goo.gl/0WymI,,,,,,,
胡,1,Hu,http://goo.gl/0WymI,,,,,,,
HU主,1,HUzhu,http://goo.gl/0WymI,,,,,,,
刘淇+吉林,1,Liu Qi + Jilin,http://goo.gl/4idLZ,,,,,,,
刘淇+长白山,1,Liu Qi + Changbaishan,http://goo.gl/4idLZ,,,,,,,
刘淇+封山,1,Liu Qi + close off a mountain,http://goo.gl/4idLZ,,,,,,,
刘淇+围堵,1,Liu Qi + encircle,http://goo.gl/4idLZ,,,,,,,
天池,1,Heaven Lake,http://goo.gl/4idLZ,,,,,,,
温+总理,1,Wen + Premier,http://goo.gl/4idLZ,,,,,,,
蓟县,1,Ji County,http://goo.gl/4idLZ,,,,,,,
孤立事件,1,isolated incident,http://goo.gl/plMdO,,,,,,,
奸相,1,leader who brings down the country by abusing his power,http://goo.gl/plMdO,,,,,,,
习,1,Xi,http://goo.gl/plMdO,,,,,,,
XI,1,XI,http://goo.gl/plMdO,,,,,,,
XJP,1,XJP,http://goo.gl/plMdO,,,,,,,
国家主席,1,President [of the Nation],http://goo.gl/plMdO,,,,,,,
彭博,1,Bloomberg,http://goo.gl/plMdO,,,,,,,
Bloomberg,1,Bloomberg,http://goo.gl/plMdO,,,,,,,
齐桥桥,1,Qi Qiaoqiao,http://goo.gl/plMdO,,,,,,,
齐安安,1,Qi An'an,http://goo.gl/plMdO,,,,,,,
邓家贵,1,Deng Jiagui,http://goo.gl/plMdO,,,,,,,
吴龙,1,Wu Long,http://goo.gl/plMdO,,,,,,,
张燕南,1,Zhang Yannan,http://goo.gl/plMdO,,,,,,,
北京+合康,1,Beijing + Hiconics,http://goo.gl/plMdO,,,,,,,
新邮通,1,New Postcom,http://goo.gl/plMdO,,,,,,,
江西稀土,1,Jiangxi Rare Earths,http://goo.gl/plMdO,,,,,,,
七一+上街,1,July 1 + take to the streets,http://goo.gl/2X9mR,,,,,,,
七一+示威,1,July 1 + march,http://goo.gl/2X9mR,,,,,,,
you行,1,youGO,http://goo.gl/2X9mR,,,,,,,
维多利亚,1,Victoria,http://goo.gl/2X9mR,,,,,,,
铜锣湾,1,Causeway Bay,http://goo.gl/2X9mR,,,,,,,
沦陷,1,fall into enemy hands,http://goo.gl/2X9mR,,,,,,,
大话精,1,Big Liar,http://goo.gl/2X9mR,,,,,,,
梁振英,1,Leung Chun-ying,http://goo.gl/2X9mR,,,,,,,
港共,1,Hong Kong Communist Party,http://goo.gl/2X9mR,,,,,,,
沙溪,1,Shaxi,http://goo.gl/w8GSg,,,,,,,
豪吐,1,Haotu,http://goo.gl/w8GSg,,,,,,,
左滩,1,Zuotan,http://goo.gl/w8GSg,,,,,,,
中山+聚集,1,Zhongshan + gathering,http://goo.gl/w8GSg,,,,,,,
中山+芒果,1,Zhongshan + mango,http://goo.gl/w8GSg,,,,,,,
中山+骚乱,1,Zhongshan + riot,http://goo.gl/w8GSg,,,,,,,
四川+小学生,1,Sichuan + elementary school student,http://goo.gl/w8GSg,,,,,,,
四川+芒果,1,Sichuan + mango,http://goo.gl/w8GSg,,,,,,,
胡主席,1,Chairman Hu,http://goo.gl/MAvYA,,,,,,,
捡国旗,1,pick up the flag,http://goo.gl/MAvYA,,,,,,,
通稿,1,wire story,http://goo.gl/MAvYA,,,,,,,
九千岁,1,9000 years old,http://goo.gl/MAvYA,,,,,,,
作秀,1,make a show,http://goo.gl/MAvYA,,,,,,,
伊利+奶粉,1,Yili + milk powder,http://goo.gl/OloH1,,,,,,,
伊利+汞,1,Yili + mercury,http://goo.gl/OloH1,,,,,,,
含笑酒泉,1,die happy,http://goo.gl/OloH1,,,,,,,
LWY,1,LWY,http://goo.gl/OloH1,,,,,,,
liwangyang,1,liwangyang,http://goo.gl/OloH1,,,,,,,
人权+行动,1,human rights + action,http://goo.gl/eSmKn,,,,,,,
长虹桥+警车,1,Changhongqiao + police car,http://goo.gl/eSmKn,,,,,,,
茅于轼,1,Mao Yushi,http://goo.gl/eSmKn,,,,,,,
boxun,1,boxun,http://goo.gl/eSmKn,,,,,,,
changweibo.com,1,changweibo.com,http://goo.gl/eSmKn,,,,,,,
太阳宫+热电厂,1,Taiyanggong + thermal power station,http://goo.gl/aMCQ6,,,,,,,
太阳宫+爆炸,1,Taiyanggong + explosion,http://goo.gl/aMCQ6,,,,,,,
热电厂+爆炸,1,thermal power station + explosion,http://goo.gl/aMCQ6,,,,,,,
北京+巨响,1,Beijing + loud sound,http://goo.gl/aMCQ6,,,,,,,
北京+发生爆炸,1,Beijing + explosion occurred,http://goo.gl/aMCQ6,,,,,,,
李旺阳,1,Li Wangyang,http://goo.gl/aMCQ6,,,,,,,
汤灿,1,Tang Can,http://goo.gl/aMCQ6,,,,,,,
章子怡+接受调查,1,Zhang Ziyi + accept investigation,http://goo.gl/aMCQ6,,,,,,,
章子怡+限制出境,1,Zhang Ziyi + restricted from leaving the country,http://goo.gl/aMCQ6,,,,,,,
占占人,1,man (人) in front of two tanks (占),http://goo.gl/jc4T2,,,,,,,
上证,1,Shanghai Composite,http://goo.gl/jc4T2,,,,,,,
收盘,1,closing quotation [in stock market],http://goo.gl/jc4T2,,,,,,,
指数,1,index,http://goo.gl/jc4T2,,,,,,,
下跌,1,fall [of price],http://goo.gl/jc4T2,,,,,,,
股市,1,stock market,http://goo.gl/DbKun,,,,,,,
令公子,1,Prince Ling,http://goo.gl/YVMZ9,,,,,,,
小令,1,Little Ling,http://goo.gl/YVMZ9,,,,,,,
高速+车震,1,high-speed + car sex,http://goo.gl/YVMZ9,,,,,,,
车祸+车震,1,car crash + car sex,http://goo.gl/YVMZ9,,,,,,,
国家安全沙皇,1,national security czar,,,,,,,,
三角政治联盟,1,triangle political alliance,,,,,,,,
木樨地,1,Muxidi,http://goo.gl/DbKun,,,,,,,
公主坟,1,Gongzhufen,http://goo.gl/DbKun,,,,,,,
北京屠城,1,massacre in Beijing,http://goo.gl/jc4T2,,,,,,,
明天,1,tomorrow,http://goo.gl/PvbxE,,,,,,,
昨天,1,yesterday,http://goo.gl/PvbxE,,,,,,,
火,1,fire,http://goo.gl/PvbxE,,,,,,,
烛,1,candle,http://goo.gl/PvbxE,,,,,,,
血,1,blood,http://goo.gl/PvbxE,,,,,,,
民,1,people,http://goo.gl/PvbxE,,,,,,,
运,1,movement,http://goo.gl/PvbxE,,,,,,,
政,1,government,http://goo.gl/PvbxE,,,,,,,
动,1,move,http://goo.gl/PvbxE,,,,,,,
坦,1,tǎn (as in tank 坦克),http://goo.gl/PvbxE,,,,,,,
碾,1,crush,http://goo.gl/PvbxE,,,,,,,
祭,1,ceremony,http://goo.gl/PvbxE,,,,,,,
8,1,8,http://goo.gl/PvbxE,,,,,,,
八,1,eight,http://goo.gl/PvbxE,,,,,,,
捌,1,eight,http://goo.gl/PvbxE,,,,,,,
eight,1,eight,http://goo.gl/PvbxE,,,,,,,
9,1,9,http://goo.gl/PvbxE,,,,,,,
九,1,nine,http://goo.gl/PvbxE,,,,,,,
玖,1,nine,http://goo.gl/PvbxE,,,,,,,
nine,1,nine,http://goo.gl/PvbxE,,,,,,,
6,1,6,http://goo.gl/PvbxE,,,,,,,
六,1,six,http://goo.gl/PvbxE,,,,,,,
陆,1,six,http://goo.gl/PvbxE,,,,,,,
six,1,six,http://goo.gl/PvbxE,,,,,,,
4,1,4,http://goo.gl/PvbxE,,,,,,,
四,1,four,http://goo.gl/PvbxE,,,,,,,
肆,1,four,http://goo.gl/PvbxE,,,,,,,
four,1,four,http://goo.gl/PvbxE,,,,,,,
35,1,35,http://goo.gl/PvbxE,,,,,,,
23,1,23,http://goo.gl/PvbxE,,,,,,,
二十三,1,twenty-three,http://goo.gl/PvbxE,,,,,,,
廿三,1,twenty-three,http://goo.gl/PvbxE,,,,,,,
三十五,1,thirty-five,http://goo.gl/PvbxE,,,,,,,
周年,1,anniversary,http://goo.gl/PvbxE,,,,,,,
今天,1,today,http://goo.gl/PvbxE,,,,,,,
那年,1,that year,http://goo.gl/PvbxE,,,,,,,
宣言,1,declaration,http://goo.gl/PvbxE,,,,,,,
纪念,1,commemorate,http://goo.gl/PvbxE,,,,,,,
公园,1,park,http://goo.gl/PvbxE,,,,,,,
维园,1,Victoria Park,http://goo.gl/PvbxE,,,,,,,
平反,1,redress,http://goo.gl/PvbxE,,,,,,,
悼念,1,mourn,http://goo.gl/PvbxE,,,,,,,
追思,1,recall,http://goo.gl/PvbxE,,,,,,,
默哀,1,silent tribute,http://goo.gl/PvbxE,,,,,,,
晚会,1,evening event,http://goo.gl/PvbxE,,,,,,,
黑衣,1,black clothes,http://goo.gl/PvbxE,,,,,,,
上街,1,go into the street,http://goo.gl/PvbxE,,,,,,,
勿忘,1,never forget,http://goo.gl/PvbxE,,,,,,,
毋忘,1,never forget,http://goo.gl/PvbxE,,,,,,,
小秘书,1,Little Secretary,http://goo.gl/PvbxE,,,,,,,
推特,1,Twitter,http://goo.gl/PvbxE,,,,,,,
主义,1,-ism,http://goo.gl/PvbxE,,,,,,,
自治,1,autonomous,http://goo.gl/PvbxE,,,,,,,
（天）安门母亲,1,(Tian)anmen Mothers,http://goo.gl/PvbxE,,,,,,,
北岛,1,Bei Dao,http://goo.gl/PvbxE,,,,,,,
袁木,1,Yuan Mu,http://goo.gl/PvbxE,,,,,,,
邓力群,1,Deng Liqun,http://goo.gl/PvbxE,,,,,,,
严家其,1,Yan Jiaqi,http://goo.gl/PvbxE,,,,,,,
韩东方,1,Han Dongfang,http://goo.gl/PvbxE,,,,,,,
翟伟民,1,Zhai Weimin,http://goo.gl/PvbxE,,,,,,,
陈子明,1,Chen Ziming,http://goo.gl/PvbxE,,,,,,,
巨无霸,1,Big Mac,http://goo.gl/VNx2K,,,,,,,
八一广场,1,Bayi Square,http://goo.gl/VNx2K,,,,,,,
揭秘,1,uncover secrets,http://goo.gl/VNx2K,,,,,,,
色猫,1,sex kitten,http://goo.gl/VNx2K,,,,,,,
腌肉,1,salted meat,http://goo.gl/lKuo4,,,,,,,
鸵鸟肉,1,ostrich meat,http://goo.gl/lKuo4,,,,,,,
韩耀,1,Han Yao,http://goo.gl/lKuo4,,,,,,,
连环失踪案,1,chain of missing people,http://goo.gl/lKuo4,,,,,,,
大腿肉,1,thigh meat,http://goo.gl/lKuo4,,,,,,,
尸骨,1,skeleton,http://goo.gl/lKuo4,,,,,,,
剔肉埋骨,1,strip the flesh and bury the bones,http://goo.gl/lKuo4,,,,,,,
吃+少年,1,eat + juvenile,http://goo.gl/lKuo4,,,,,,,
吃+受害者,1,eat + victim,http://goo.gl/lKuo4,,,,,,,
人权,1,human rights,http://goo.gl/ZrTzK,,,,,,,
renquan,1,renquan,http://goo.gl/ZrTzK,,,,,,,
ren权,1,renRights,http://goo.gl/ZrTzK,,,,,,,
人quan,1,HumanQuan,http://goo.gl/ZrTzK,,,,,,,
human rights,1,human rights,http://goo.gl/ZrTzK,,,,,,,
晋宁,1,Jinning,http://goo.gl/ZrTzK,,,,,,,
食人魔,1,cannibal,http://goo.gl/ZrTzK,,,,,,,
杀人狂,1,homicidal mania,http://goo.gl/ZrTzK,,,,,,,
吃人,1,eat people,http://goo.gl/ZrTzK,,,,,,,
张永明,1,Zhang Yongming,http://goo.gl/ZrTzK,,,,,,,
云南+失踪,1,Yunnan + missing,http://goo.gl/ZrTzK,,,,,,,
肢解+尸体,1,dismember + corpse,http://goo.gl/ZrTzK,,,,,,,
云南+杀,1,Yunnan + kill,http://goo.gl/ZrTzK,,,,,,,
雷锋,1,Lei Feng,http://goo.gl/ZrTzK,,,,,,,
乌尔,1,Wu'er,http://goo.gl/ZrTzK,,,,,,,
猥亵,1,obscene,http://goo.gl/ZrTzK,,,,,,,
冤案,1,unjust case,http://goo.gl/ZrTzK,,,,,,,
炫富女,1,Show-Off Girl,http://goo.gl/BLc5H,,,,,,,
马力宏,1,Ma Lihong,http://goo.gl/BLc5H,,,,,,,
马驰+法拉利+新加坡,1,Ma Chi + Ferrari + Singapore,http://goo.gl/BLc5H,,,,,,,
周永,1,Zhouyong,http://goo.gl/BLc5H,,,,,,,
zy康,1,zyKang,http://goo.gl/BLc5H,,,,,,,
z永K,1,zYongK,http://goo.gl/BLc5H,,,,,,,
刘明泽,1,Liu Mingze,http://goo.gl/BLc5H,,,,,,,
财产+公示,1,assets + make public,,,,,,,,
财产+公布,1,assets + issue,,,,,,,,
（梅）宁华,1,(Mei) Ninghua,,,,,,,,
平可夫,1,Ping Kefu,,,,,,,,
殷德义,1,Yin Deyi,,,,,,,,
李禾禾,1,Li Hehe,,,,,,,,
习公主,1,Princess Xi,,,,,,,,
习+明泽,1,Xi + Mingze,,,,,,,,
纽约大学,1,New York Univeristy,,,,,,,,
骆+信访办,1,Locke + Office of Letters and Complaints,,,,,,,,
陈光C,1,Chen Guang C,,,,,,,,
陈G诚,1,Chen G Cheng,,,,,,,,
C光C,1,C Guang C,,,,,,,,
CG诚,1,CG Cheng,,,,,,,,
路透,1,Reuters,,,,,,,,
十八+延期,1,eighteen + postpone,,,,,,,,
18+延期,1,18 + postpone,,,,,,,,
人大委员长,1,NPC Standing Committee chairman,,,,,,,,
北京日报,1,Beijing Daily,,,,,,,,
墨镜哥,1,Sunglasses Brother,http://goo.gl/y1Vh4,,,,,,,
眼镜哥,1,Glasses Brother,http://goo.gl/y1Vh4,,,,,,,
美国+信访办,1,U.S. + petition office,http://goo.gl/y1Vh4,,,,,,,
骆家辉+信访办,1,Gary Locke + petition office,http://goo.gl/y1Vh4,,,,,,,
五四+一个月,1,May Fourth + one month,http://goo.gl/y1Vh4,,,,,,,
捌玖,1,nine eight,http://goo.gl/y1Vh4,,,,,,,
玖捌,1,eight nine,http://goo.gl/y1Vh4,,,,,,,
朝阳医院,1,Chaoyang Hospital,http://goo.gl/CnPAB,,,,,,,
自行离开,1,left of his own volition,http://goo.gl/CnPAB,,,,,,,
骆家辉+医院,1,Gary Locke + hospital,http://goo.gl/CnPAB,,,,,,,
光cheng,1,Guangcheng,http://goo.gl/CnPAB,,,,,,,
guang诚,1,guangcheng,http://goo.gl/CnPAB,,,,,,,
美+大使,1,U.S. + embassy,http://goo.gl/CnPAB,,,,,,,
朝阳医院+骆家辉,1,Chaoyang Hospital + Gary Locke,http://goo.gl/4N2XN,,,,,,,
朝阳医院+华盛顿邮报,1,Chaoyang Hospital + Washington Post,http://goo.gl/4N2XN,,,,,,,
越狱,1,escape from prison,http://goo.gl/4N2XN,,,,,,,
变态辣椒,1,Rebel Pepper,http://goo.gl/4N2XN,,,,,,,
领事馆,1,consulate,http://goo.gl/4N2XN,,,,,,,
法广,1,Radio France Internationale,http://goo.gl/4N2XN,,,,,,,
linyi,1,linyi,http://goo.gl/4N2XN,,,,,,,
阿炳,1,Abing,http://goo.gl/p8vEP,,,,,,,
三点要求,1,three requests,http://goo.gl/p8vEP,,,,,,,
胡佳+曾金燕,1,Hu Jia + Zeng Jinyan,http://goo.gl/p8vEP,,,,,,,
王铮,1,Wang Zheng,http://goo.gl/p8vEP,,,,,,,
美的惊动了党,1,beauty shocked the Party,http://goo.gl/p8vEP,,,,,,,
珍珠,1,pearl,http://goo.gl/L4WPW,,,,,,,
zhen+zhu,1,zhen+zhu,http://goo.gl/L4WPW,,,,,,,
何培蓉,1,He Peirong,http://goo.gl/L4WPW,,,,,,,
陈克贵,1,Chen Kegui,http://goo.gl/L4WPW,,,,,,,
UA898,1,UA898,http://goo.gl/L4WPW,,,,,,,
使馆,1,embassy,http://goo.gl/L4WPW,,,,,,,
CNN,1,CNN,http://goo.gl/L4WPW,,,,,,,
BBC,1,BBC,http://goo.gl/L4WPW,,,,,,,
肖申克,1,Shawshank Redemption,http://goo.gl/L4WPW,,,,,,,
临沂,1,Linyi,http://goo.gl/L4WPW,,,,,,,
GC,1,GC,http://goo.gl/L4WPW,,,,,,,
盲人,1,blind man,http://goo.gl/L4WPW,,,,,,,
瞎子,1,blind man,http://goo.gl/L4WPW,,,,,,,
guangcheng,1,guangcheng,http://goo.gl/L4WPW,,,,,,,
光+诚,1,light + truth,http://goo.gl/L4WPW,,,,,,,
声援+赵普,1,support + Zhao Pu,http://goo.gl/gg6oR,,,,,,,
赵普+停职,1,Zhao Pu + suspended from duties,http://goo.gl/gg6oR,,,,,,,
赵普+停岗,1,Zhao Pu + suspended from post,http://goo.gl/gg6oR,,,,,,,
GKL,1,GKL,http://goo.gl/gg6oR,,,,,,,
权斗,1,power struggle,http://goo.gl/gg6oR,,,,,,,
公告,1,announcement,http://goo.gl/gg6oR,,,,,,,
特警,1,special police,http://goo.gl/gg6oR,,,,,,,
袭来,1,Surprise-Attack Comes,http://goo.gl/gg6oR,,,,,,,
赖昌星,1,Lai Changxing,http://goo.gl/gg6oR,,,,,,,
被刺,1,stabbed/murdered,http://goo.gl/bWmKo,,,,,,,
被砍,1,pricked,http://goo.gl/bWmKo,,,,,,,
被扎,1,cut,http://goo.gl/bWmKo,,,,,,,
人民+医院,1,people + hospital,http://goo.gl/bWmKo,,,,,,,
邢志敏,1,Xing Zhimin,http://goo.gl/bWmKo,,,,,,,
航天总医院,1,Aerospace General Hospital,http://goo.gl/bWmKo,,,,,,,
711,1,711,http://goo.gl/bWmKo,,,,,,,
吕福志,1,Lü Fuke,http://goo.gl/bWmKo,,,,,,,
亡国,1,doomed nation,http://goo.gl/bWmKo,,,,,,,
綦江,1,Qijiang,http://goo.gl/wR9Mo,,,,,,,
我们要吃饭,1,we want to eat,http://goo.gl/wR9Mo,,,,,,,
万盛,1,Wansheng,http://goo.gl/wR9Mo,,,,,,,
立案,1,filed for investigation,http://goo.gl/kqnmI,,,,,,,
纪委,1,Commission for Discipline Inspection,http://goo.gl/kqnmI,,,,,,,
调查,1,investigate,http://goo.gl/kqnmI,,,,,,,
广隶,1,Guang Li,http://goo.gl/kqnmI,,,,,,,
尼尔,1,Neil,http://goo.gl/kqnmI,,,,,,,
英国+商人,1,British businessman,http://goo.gl/kqnmI,,,,,,,
英国+保姆,1,British housekeeper,http://goo.gl/kqnmI,,,,,,,
熙,1,Xi,http://goo.gl/kqnmI,,,,,,,
瓜瓜,1,Guagua,http://goo.gl/kqnmI,,,,,,,
BO,1,BO,http://goo.gl/kqnmI,,,,,,,
XI,1,XI,http://goo.gl/kqnmI,,,,,,,
重庆,1,Chongqing,http://goo.gl/kqnmI,,,,,,,
火锅,1,hotpot,http://goo.gl/kqnmI,,,,,,,
西红柿,1,tomato,http://goo.gl/kqnmI,,,,,,,
西南王,1,King of the Southwest,http://goo.gl/kqnmI,,,,,,,
渝督,1,Minister of Yu,http://goo.gl/kqnmI,,,,,,,
谷,1,Gu,http://goo.gl/kqnmI,,,,,,,
开来,1,Kailai,http://goo.gl/kqnmI,,,,,,,
gu,1,gu,http://goo.gl/kqnmI,,,,,,,
kailai,1,kailai,http://goo.gl/kqnmI,,,,,,,
王丽娟,1,Wang Lijuan,http://goo.gl/kqnmI,,,,,,,
护士长,1,head nurse,http://goo.gl/kqnmI,,,,,,,
大力王,1,Energetic Wang,http://goo.gl/kqnmI,,,,,,,
王立JUN,1,Wang Li JUN,http://goo.gl/kqnmI,,,,,,,
wanglijun,1,wanglijun,http://goo.gl/kqnmI,,,,,,,
叛逃,1,defect,http://goo.gl/kqnmI,,,,,,,
中共中央,1,Central Committee,http://goo.gl/kqnmI,,,,,,,
篡党,1,usurp Party leadership,http://goo.gl/kqnmI,,,,,,,
温相,1,Wen Xiang,http://goo.gl/kqnmI,,,,,,,
政治斗争,1,political struggle,http://goo.gl/kqnmI,,,,,,,
励之,1,Lizhi,,,,,,,,
方lizhi,1,Fang lizhi,,,,,,,,
方校长,1,[University] President Fang,,,,,,,,
中科大+校长,1,University of Science and Technology of China + president,,,,,,,,
习+薄,1,Xi + Bo,,,,,,,,
习储君,1,Crown Prince Xi,,,,,,,,
北京日报+总书记,1,Beijing Daily + secretary-general,,,,,,,,
换班,1,changing of the guard,,,,,,,,
倪玉兰,1,Ni Yulan,,,,,,,,
肖勇,1,Xiao Yong,http://goo.gl/jckRI,,,,,,,
欧荣贵,1,Ou Ronggui,http://goo.gl/jckRI,,,,,,,
杨崇,1,Yang Chong,http://goo.gl/jckRI,,,,,,,
刘珊娟,1,Liu Shanjuan,http://goo.gl/jckRI,,,,,,,
黄文勋,1,Huang Wenxun,http://goo.gl/jckRI,,,,,,,
张新起,1,Zhang Xinqi,http://goo.gl/jckRI,,,,,,,
gov,1,gov,http://goo.gl/jckRI,,,,,,,
习禁评,1,Xi Cannot-Comment,http://goo.gl/MOr5k,,,,,,,
政法委+培训,1,Political and Legislative Affairs Committee + training,http://goo.gl/MOr5k,,,,,,,
地方党委,1,local Party committee,http://goo.gl/MOr5k,,,,,,,
HU锦套,1,HU Embroidered-Set,http://goo.gl/MOr5k,,,,,,,
民主自由,1,democratic freedom,http://goo.gl/MOr5k,,,,,,,
徐明,1,Xu Ming,,,,,,,,
实德+经济案,1,[Dalian] Shide [Group] + economic case,,,,,,,,
温女婿,1,Wen's son-in-law,,,,,,,,
北京+斗争,1,Beijing + fight,,,,,,,,
京城+斗争,1,capital city + fight,,,,,,,,
被阉,1,was castrated,,,,,,,,
刘晓原,1,Liu Xiaoyuan,,,,,,,,
尔康,1,Erkang,,,,,,,,
共军,1,communist armed forces,,,,,,,,
重庆+薄熙来,1,Chongqing + Bo Xilai,,,,,,,,
习主席,1,Chairman Xi,,,,,,,,
梁振英+人民网,1,Leung Chun-ying + PeopleNet [People's Daily Online],,,,,,,,
梁振英+简历,1,Leung Chun-ying + résumé,,,,,,,,
梁振英+同志,1,Leung Chun-ying + comrade,,,,,,,,
梁书记+人民网,1,Secretary Leung + PeopleNet,,,,,,,,
抗议+油价,1,protest + price of oil,,,,,,,,
解禁,1,lift a ban,,,,,,,,
女同,1,female comrade (lesbian),,,,,,,,
警变,1,[armed] police mutiny,,,,,,,,
西藏+自焚,1,Tibet + self-immolation,,,,,,,,
藏+里,1,[Tibet] + inside,,,,,,,,
抵制日货,1,boycott Japanese goods,,,,,,,,
4月3日,1,April Third,,,,,,,,
四+事件,1,four + incident,,,,,,,,
海伍德,1,Heywood,,,,,,,,
张德江,1,Zhang Dejiang,,,,,,,,
调入,1,transfer,,,,,,,,
军车,1,military vehicle,,,,,,,,
政法委+武警,1,Politics and Law Commission + armed police,,,,,,,,
北京+军警,1,Beijing + military and police,,,,,,,,
军队+枪响,1,army + sound of gunshots,,,,,,,,
换血,1,change blood,,,,,,,,
薄瓜瓜,1,Bo Guagua,,,,,,,,
贾公子,1,Prince Jia,,,,,,,,
北京+军车,1,Beijing + miltary vehicle,,,,,,,,
北京+军队,1,Beijing + army,,,,,,,,
四大天王+被秒,1,four great emperors + seconded,,,,,,,,
京城+戒严,1,capital + impose martial law,,,,,,,,
北京+戒严,1,Beijing + impose martial law,,,,,,,,
军队+进京,1,army + enter the capital,,,,,,,,
li长春,1,li Changchun,,,,,,,,
胡石根,1,Hu Shigen,,,,,,,,
封从德,1,Feng Congde,,,,,,,,
绝食书,1,Hunger Strike Declaration,,,,,,,,
四二二+事件,1,four two two + incident,,,,,,,,
四二六社论,1,four two six editorial,,,,,,,,
四二七+游行,1,four two seven + march,,,,,,,,
四+运动,1,four + movement,,,,,,,,
重庆模式,1,Chongqing model,,,,,,,,
尼尔伍德,1,Neil Wood,,,,,,,,
Neil Wood,1,Neil Wood,,,,,,,,
Nick Haywood,1,Nick Haywood,,,,,,,,
胡core,1,Hu core,,,,,,,,
习core,1,Xi core,,,,,,,,
江+蛤蟆,1,Jiang + toad,,,,,,,,
周永k,1,Zhou Yongk,,,,,,,,
zhou永康,1,zhou Yongkang,,,,,,,,
江胡斗,1,Jiang-Hu fight,,,,,,,,
康+宝宝,1,Kang + babies,,,,,,,,
王护士长,1,Head Nurse Wang,,,,,,,,
师傅+天线,1,master + antenna,,,,,,,,
造反,1,rebel,,,,,,,,
中共+内讧,1,CCP + internal conflict,,,,,,,,
高层+内讧,1,high level + internal conflict,,,,,,,,
高层+内斗,1,high level + internal struggle,,,,,,,,
康师傅,1,Kang Shifu,,,,,,,,
